Granularity,Start date,End date,Business ID,Business name,Store ID,Store name,Merchant supplied store ID,Channel,Fulfillment type,Is DashPass,Customer type,Currency,Total orders/deliveries (including cancelled),Total cancelled orders/deliveries,Gross sales,AOV
Day of 2026-02-02,2026-02-02,2026-02-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,63.81,21.27
Day of 2026-02-02,2026-02-02,2026-02-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,13,0,206.59,15.89
Day of 2026-02-02,2026-02-02,2026-02-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,18,0,320.40,17.80
Day of 2026-02-02,2026-02-02,2026-02-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,14,0,305.97,21.86
Day of 2026-02-02,2026-02-02,2026-02-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,117.27,19.55
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,8,0,171.21,21.40
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,81.21,27.07
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,38.54,19.27
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,9.39,9.39
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,11,0,183.70,16.70
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,187.82,26.83
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,24,0,450.53,18.77
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,56.94,18.98
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,28,0,609.88,21.78
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,38,0,924.44,24.33
Day of 2026-02-03,2026-02-03,2026-02-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,6,0,113.93,18.99
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,3,0,56.45,18.82
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,117.21,29.30
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,49.35,12.34
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,31,0,685.26,22.11
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,10,1,159.57,15.96
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,5,0,111.04,22.21
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,84.00,21.00
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,40,0,935.93,23.40
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,12,0,216.06,18.01
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,4,0,114.51,28.63
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,23,0,397.72,17.29
Day of 2026-02-04,2026-02-04,2026-02-04,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,5,0,66.85,13.37
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,5,0,55.56,11.11
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,unknown,USD,1,1,15.97,15.97
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,2,0,52.41,26.21
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,30.16,10.05
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,8,0,126.95,15.87
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,unknown,USD,1,1,51.76,51.76
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,12,0,260.05,21.67
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,5,0,98.79,19.76
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,249.10,14.65
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,50,0,1166.57,23.33
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,29,0,636.46,21.95
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,22.73,11.37
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,8,0,258.08,32.26
Day of 2026-02-05,2026-02-05,2026-02-05,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,16,0,282.03,17.63
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,5,0,101.88,20.38
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,363.82,21.40
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,42,0,1028.10,24.48
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,12,1,311.64,25.97
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,50,0,1150.59,23.01
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,12,0,196.58,16.38
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,26,0,420.86,16.19
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,105.33,26.33
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,7,0,137.60,19.66
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,98.53,14.08
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,63.00,15.75
Day of 2026-02-06,2026-02-06,2026-02-06,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,4,0,87.89,21.97
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,18,0,279.22,15.51
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,112.66,37.55
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,9,0,281.12,31.24
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,107.66,26.92
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,40,0,1179.54,29.49
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,0,193.78,24.22
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,21,0,343.02,16.33
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,16.56,16.56
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,18,0,338.80,18.82
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,48,1,1144.41,23.84
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,unknown,USD,1,1,6.58,6.58
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,60.63,15.16
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,37.85,18.93
Day of 2026-02-07,2026-02-07,2026-02-07,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,12,0,297.73,24.81
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,11,0,255.17,23.20
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,40,0,790.74,19.77
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,24,0,352.49,14.69
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,14,0,180.96,12.93
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,16.36,16.36
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,13,0,288.84,22.22
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,43.79,21.90
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,39,0,1006.80,25.82
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,12,0,177.02,14.75
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,4,0,69.55,17.39
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,12,0,325.59,27.13
Day of 2026-02-08,2026-02-08,2026-02-08,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,7,0,93.37,13.34
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,12,0,172.95,14.41
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,52.26,17.42
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,1,0,14.96,14.96
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,10,0,166.89,16.69
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,13.68,13.68
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,54.70,18.23
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,38,0,851.98,22.42
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,22,0,395.69,17.99
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,71.54,23.85
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,29.43,14.72
Day of 2026-02-09,2026-02-09,2026-02-09,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,9,0,187.59,20.84
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,24,0,570.01,23.75
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,8,0,65.76,8.22
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,2,0,83.96,41.98
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,12.29,12.29
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,1,0,7.19,7.19
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,63.28,21.09
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,11,0,131.33,11.94
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,113.92,37.97
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,49.70,16.57
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,231.45,15.43
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,38,0,871.37,22.93
Day of 2026-02-10,2026-02-10,2026-02-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,12,0,287.50,23.96
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,11,0,248.48,22.59
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,48,0,1280.75,26.68
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,16,0,232.87,14.55
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,15.37,15.37
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,3,0,42.01,14.00
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,77.24,19.31
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,1,0,7.57,7.57
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,34,0,774.18,22.77
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,12,0,215.60,17.97
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,18,0,396.93,22.05
Day of 2026-02-11,2026-02-11,2026-02-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,42.63,21.32
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,22,0,478.14,21.73
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,96.27,24.07
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,21,0,350.27,16.68
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,6,0,140.83,23.47
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,25,0,512.02,20.48
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,0,117.91,19.65
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,44,0,969.60,22.04
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,2,0,46.71,23.36
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,17,0,275.43,16.20
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,14.26,14.26
Day of 2026-02-12,2026-02-12,2026-02-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,6,0,147.93,24.66
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,5,0,96.58,19.32
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,4,0,105.57,26.39
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,19,0,376.51,19.82
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,102.64,17.11
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,5,0,85.76,17.15
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,55,0,1360.56,24.74
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,6,0,167.42,27.90
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,306.51,18.03
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,5,0,93.74,18.75
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,14,0,294.59,21.04
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,27,0,593.82,21.99
Day of 2026-02-13,2026-02-13,2026-02-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,64.35,21.45
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,16,0,262.61,16.41
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,48.90,16.30
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,11.58,5.79
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,8,0,171.47,21.43
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,16,0,278.76,17.42
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,unknown,USD,1,1,42.08,42.08
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,0,113.97,19.00
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,13,0,308.68,23.74
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,10,0,177.97,17.80
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,44,0,1072.55,24.38
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,288.20,19.21
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,44,1,1018.88,23.16
Day of 2026-02-14,2026-02-14,2026-02-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,18,0,417.18,23.18
Day of 2026-02-15,2026-02-15,2026-02-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,50.53,16.84
Day of 2026-02-15,2026-02-15,2026-02-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,29,0,734.32,25.32
Day of 2026-02-15,2026-02-15,2026-02-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,20.58,20.58
Day of 2026-02-15,2026-02-15,2026-02-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,39,0,990.60,25.40
