Granularity,Start date,End date,Business ID,Business name,Store ID,Store name,Merchant supplied store ID,Channel,Fulfillment type,Is DashPass,Customer type,Currency,Total orders/deliveries (including cancelled),Total cancelled orders/deliveries,Gross sales,AOV
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,14,0,377.66,26.98
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,7,0,162.29,23.18
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,41,0,995.13,24.27
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,10,0,186.76,18.68
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,94.18,31.39
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,38,0,963.60,25.36
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,67.66,22.55
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,125.22,25.04
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,unknown,USD,1,1,21.58,21.58
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,1,0,5.38,5.38
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,46.85,46.85
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,19,0,311.79,16.41
Day of 2025-11-10,2025-11-10,2025-11-10,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,6,0,88.21,14.70
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,6,0,63.18,10.53
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,2,0,52.44,26.22
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,unknown,USD,1,1,22.41,22.41
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,91.66,22.92
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,5,0,120.18,24.04
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,24,0,543.27,22.64
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,5,0,116.03,23.21
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,unknown,USD,1,1,15.95,15.95
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,14,0,283.36,20.24
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,349.35,20.55
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,1,0,21.58,21.58
Day of 2025-11-11,2025-11-11,2025-11-11,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,32,0,728.36,22.76
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,0,167.69,20.96
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,5,0,100.61,20.12
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,47.39,23.70
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,244.22,16.28
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,111.74,22.35
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,3,0,34.32,11.44
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,4.89,4.89
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,27.54,27.54
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,27,0,711.43,26.35
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,22,0,364.54,16.57
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,20,0,465.26,23.26
Day of 2025-11-12,2025-11-12,2025-11-12,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,12,0,298.86,24.91
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,2,0,23.87,11.94
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,14,0,269.69,19.26
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,unknown,USD,1,1,22.37,22.37
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,9,0,216.08,24.01
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,94.46,31.49
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,53.70,26.85
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,4.89,4.89
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,5,0,144.87,28.97
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,11,0,198.79,18.07
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,2,0,49.23,24.62
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,27,0,641.05,23.74
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,11,0,157.27,14.30
Day of 2025-11-13,2025-11-13,2025-11-13,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,38,0,966.10,25.42
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,7.69,7.69
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,54,1,1229.78,22.77
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,19,0,445.35,23.44
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,60.53,20.18
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,23,0,411.31,17.88
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,unknown,USD,1,1,38.80,38.80
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,4,0,42.84,10.71
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,unknown,USD,1,1,32.76,32.76
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,18,0,395.92,22.00
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,363.01,21.35
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,39,0,971.44,24.91
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,unknown,USD,1,1,13.98,13.98
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,14,0,270.64,19.33
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,1,99.16,19.83
Day of 2025-11-14,2025-11-14,2025-11-14,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,4.19,4.19
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,6,0,113.59,18.93
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,79.16,19.79
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,120.49,17.21
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,15,0,295.68,19.71
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,6,0,154.88,25.81
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,47,1,1138.35,24.22
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,107.22,21.44
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,24,0,590.65,24.61
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,3.39,3.39
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,28,0,489.96,17.50
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,32,1,559.71,17.49
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,81.81,40.91
Day of 2025-11-15,2025-11-15,2025-11-15,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,282.30,16.61
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,40,1,945.68,23.64
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,15,0,309.52,20.63
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,10,0,188.44,18.84
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,7,0,138.50,19.79
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,25,1,514.62,20.58
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,31.02,31.02
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,15,0,309.80,20.65
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,24.98,24.98
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,13,0,218.00,16.77
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,79.69,15.94
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,31,0,688.64,22.21
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,2,0,40.62,20.31
Day of 2025-11-16,2025-11-16,2025-11-16,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,6,0,72.23,12.04
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,2,0,76.09,38.05
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,10,0,192.24,19.22
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,76.25,19.06
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,93.68,23.42
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,1,0,10.16,10.16
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,12,0,196.45,16.37
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,21.56,10.78
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,36,1,747.82,20.77
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,4,0,58.33,14.58
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,34.61,34.61
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,13,0,282.95,21.77
Day of 2025-11-17,2025-11-17,2025-11-17,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,20,0,532.56,26.63
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,79.96,19.99
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,46,0,1145.21,24.90
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,4,0,46.24,11.56
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,0,77.95,12.99
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,52.73,17.58
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,23,0,607.37,26.41
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,10,0,199.94,19.99
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,12.47,12.47
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,3,0,55.30,18.43
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,7,0,107.94,15.42
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,5,0,109.91,21.98
Day of 2025-11-18,2025-11-18,2025-11-18,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,9,0,195.70,21.74
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,14,0,280.86,20.06
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,4,0,84.90,21.23
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,142.46,23.74
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,3,0,40.33,13.44
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,125.26,41.75
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,unknown,USD,1,1,45.74,45.74
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,5,0,70.58,14.12
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,293.60,17.27
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,34,0,821.96,24.18
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,8,0,140.04,17.51
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,35,0,792.62,22.65
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,24.96,12.48
Day of 2025-11-19,2025-11-19,2025-11-19,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,21.27,21.27
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,33,0,880.82,26.69
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,5,0,101.84,20.37
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,59.84,14.96
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,6,0,98.65,16.44
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,1,335.72,19.75
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,15,0,234.42,15.63
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,8,0,170.80,21.35
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,25,0,591.48,23.66
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,61.60,20.53
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,65.07,21.69
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,74.25,24.75
Day of 2025-11-20,2025-11-20,2025-11-20,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,14,0,320.33,22.88
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,315.23,18.54
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,27,0,430.51,15.94
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,1,0,22.17,22.17
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,4,0,96.25,24.06
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,19,0,457.18,24.06
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,28,0,687.10,24.54
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,1,0,13.79,13.79
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,5,0,153.65,30.73
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,26,0,386.95,14.88
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,2,0,25.76,12.88
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,56,1,1454.21,25.97
Day of 2025-11-21,2025-11-21,2025-11-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,unknown,USD,2,2,57.63,28.82
Day of 2025-11-22,2025-11-22,2025-11-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,366.68,21.57
Day of 2025-11-22,2025-11-22,2025-11-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,26,0,386.37,14.86
