Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Michigan & Madison),493,#C4DA9,8affb8ce-393c-4321-9ec4-5b9dfb5c4da9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/11/2025,10:45 PM,Uber One member,16.96,1.18,18.14,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,14.19,-2.12,16,0,0,0,0,0,0,0,0,0,,0,0,-0.92,0,11.15,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#8DE27,27365b47-6c51-4971-841a-627f7738de27,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/11/2025,11:19 PM,Uber One member,15.94,1.12,17.06,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,13.11,-1.96,16,0,0,0,0,0,0,0,0,0,,0,0,-0.86,0,10.29,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#4E956,6a31c3d3-295c-43bc-8069-4b669b44e956,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/12/2025,8:59 AM,Non-member,8.19,0.57,8.76,0,0,0,0,0,0,0,0,0,0,0,0,8.76,-1.15,14,0,0,0,0,0,0,0,0,0,,0,0,-0.57,0,7.04,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#30387,73d0bd1c-9dad-4623-a326-e2eb33830387,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/12/2025,12:32 PM,Uber One member,17.87,1.25,19.12,0,0,0,0,0,0,0,0,0,0,0,0,19.12,-2.86,16,0,0,0,0,0,0,0,0,0,,0,0,-1.25,0,15.01,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#9672E,5c86286e-5cb7-4da6-afdc-004d8ad9672e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/12/2025,1:44 PM,Uber One member,39.23,2.75,41.98,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,38.03,-5.69,16,0,0,0,0,0,0,0,0,0,,0,0,-2.49,0,29.85,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#5DFAD,2505125b-8fb5-4513-bd18-6ffaee25dfad,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/12/2025,2:09 PM,Uber One member,6.78,0.48,7.26,0,0,0,0,0,0,0,0,0,0,0,0,7.26,-1.08,16,0,0,0,0,0,0,0,0,0,,0,0,-0.48,0,5.7,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#6F71A,e711433b-35ac-46a9-9bde-15bec7b6f71a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/12/2025,7:41 PM,Uber One member,14.77,1.03,15.8,0,0,0,0,0,0,0,0,0,0,0,0,15.8,-2.36,16,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.41,1/13/2025,0,0,,NGS7LWJTLTMMZ5F
McDonald's® (Michigan & Madison),493,#CCA2F,94c4f951-a3b9-4823-94d4-9d58d1dcca2f,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,1/13/2025,10:39 AM,Non-member,6.88,0.48,7.36,0,0,0,0,0,0,0,0,0,0,0,0,7.36,-0.96,14,0,0,0,0,0,0,0,0,0,,0,0,-0.48,0,5.92,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#39738,16ef4179-279d-455a-8f81-138974f39738,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/13/2025,11:50 AM,Non-member,10.49,0.73,11.22,0,0,0,0,0,0,0,0,0,0,0,0,11.22,-1.47,14,0,0,0,0,0,0,0,0,0,,0,0,-0.73,0,9.02,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#41779,90d2828d-5d38-4e4e-b323-b7bd0b941779,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/13/2025,5:17 PM,Uber One member,19.36,1.35,20.71,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,16.76,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.09,0,13.16,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#60A16,3559115d-57b4-46f8-8893-327d8c060a16,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,5:22 AM,Non-member,18.97,1.33,20.3,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,15.28,-2,14,0,0,0,0,0,0,0,0,0,,0,0,-1,0,12.28,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#70DC0,c8e91587-78fb-495f-a5d8-4bf0c5270dc0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,9:28 AM,Uber One member,14.36,1.01,15.37,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,10.35,-1.55,16,0,0,0,0,0,0,0,0,0,,0,0,-0.68,0,8.12,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#2E909,008db84e-7bbe-4b7e-8d67-461ddec2e909,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/14/2025,10:26 AM,Uber One member,15.56,1.09,16.65,0,0,0,0,0,0,0,0,0,0,0,0,16.65,-2.49,16,0,0,0,0,0,0,0,0,0,,0,0,-1.09,0,13.07,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#8E6C9,7c2298a0-9b75-4cb8-8062-ed6b1fc8e6c9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,5:23 PM,Uber One member,25.98,1.82,27.8,0,0,0,0,0,0,0,0,0,0,0,0,27.8,-4.16,16,0,0,0,0,0,0,0,0,0,,0,0,-1.82,0,21.82,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#90C0D,29224d41-6ebd-44a6-9675-01cee0190c0d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,7:52 PM,Uber One member,19.63,1.38,21.01,0,0,0,0,0,0,0,0,0,0,0,0,21.01,-3.14,16,0,0,0,0,0,0,0,0,0,,0,0,-1.38,0,16.49,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#D8897,2b4e6558-26d1-4bb0-8583-8ef11a3d8897,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,7:25 PM,Uber One member,16.16,1.13,17.29,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,13.34,-2,16,0,0,0,0,0,0,0,0,0,,0,0,-0.87,0,10.47,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#D6AEA,8e9aa45b-5601-4745-8d5c-1f5680cd6aea,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/14/2025,8:18 PM,Uber One member,21.83,1.53,23.36,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,19.41,-2.9,16,0,0,0,0,0,0,0,0,0,,0,0,-1.27,0,15.24,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#699D0,7f0063a3-01f2-4143-911b-de1f0f5699d0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/15/2025,9:27 AM,Non-member,11.37,0.8,12.17,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,7.15,-0.94,14,0,0,0,0,0,0,0,0,0,,0,0,-0.47,0,5.74,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#D9BF4,e45dcfa4-4a84-4935-80e2-d30501dd9bf4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/15/2025,10:21 AM,Uber One member,17.15,1.2,18.35,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,13.33,-1.99,16,0,0,0,0,0,0,0,0,0,,0,0,-0.87,0,10.47,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#AC803,a5e26490-c000-4984-875b-1ba94bfac803,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/15/2025,1:42 PM,Non-member,23.75,1.66,25.41,0,0,0,0,0,0,0,0,0,0,0,0,25.41,-3.33,14,0,0,0,0,0,0,0,0,0,,0,0,-1.66,0,20.42,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#F6B8F,1b982f36-7247-4c6e-afbe-7ffa6eef6b8f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/15/2025,7:59 PM,Uber One member,38.15,2.67,40.82,0,0,0,0,0,0,0,0,0,0,0,0,40.82,-6.1,16,0,0,0,0,0,0,0,0,0,,0,0,-2.67,0,32.05,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#379A3,1a32c032-6ff0-4114-9752-1fcffff379a3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/15/2025,8:37 PM,Non-member,12.49,0.87,13.36,0,0,0,0,0,0,0,0,0,0,0,0,13.36,-1.75,14,0,0,0,0,0,0,0,0,0,,0,0,-0.87,0,10.74,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#CB22C,8894e726-f725-48c4-9bfa-e5b0a52cb22c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/16/2025,3:20 PM,Uber One member,21.46,1.51,22.97,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,19.02,-2.84,16,0,0,0,0,0,0,0,0,0,,0,0,-1.25,0,14.93,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#6D969,45cd2e36-eb91-4f3a-943d-8dde0b46d969,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/16/2025,4:08 PM,Uber One member,19.36,1.35,20.71,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,16.76,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.09,0,13.16,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#9465F,5a454744-6dfd-4c20-a6cb-42910049465f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/16/2025,5:38 PM,Non-member,34.55,2.42,36.97,0,0,0,0,0,0,0,0,0,0,0,0,36.97,-4.84,14,0,0,0,0,0,0,0,0,0,,0,0,-2.42,0,29.71,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#C5BDD,c51008dd-fbe6-4de4-9fcf-273fa2dc5bdd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/16/2025,6:23 PM,Uber One member,49.68,3.48,53.16,0,0,0,0,0,-7.9,-0.52,0,0,0,0,0,45.26,-6.77,16,0,0,0,0,0,0,0,0,0,,0,0,-2.96,0,35.53,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#F0206,e6c6bdaa-9724-4351-a9d4-bede77ef0206,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/16/2025,8:54 PM,Uber One member,11.58,0.81,12.39,0,0,0,0,0,0,0,0,0,0,0,0,12.39,-1.85,16,0,0,0,0,0,0,0,0,0,,0,0,-0.81,0,9.73,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#2F004,eb294d0d-97d0-416a-b1ec-9b671652f004,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/16/2025,11:35 PM,Non-member,25.16,1.76,26.92,0,0,0,0,0,0,0,0,0,0,0,0,26.92,-3.52,14,0,0,0,0,0,0,0,0,0,,0,0,-1.76,0,21.64,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#D5446,8f254046-1e21-435a-a067-854328cd5446,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,2:25 AM,Uber One member,19.36,1.35,20.71,0,0,0,0,0,-3.94,-0.25,0,0,0,0,0,16.77,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.16,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#A316D,69fd8420-ab75-4513-a26d-9211f07a316d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,10:35 AM,Non-member,33.29,2.33,35.62,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,31.67,-4.14,14,0,0,0,0,0,0,0,0,0,,0,0,-2.07,0,25.46,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#F4328,8ec2c3f3-4a4d-4b34-ac90-2e3fdd8f4328,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,11:25 AM,Uber One member,15.95,1.12,17.07,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,13.12,-1.96,16,0,0,0,0,0,0,0,0,0,,0,0,-0.86,0,10.3,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#78203,f47f2e82-2d01-4b32-88fb-0ed7daa78203,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,11:20 AM,Non-member,20.66,1.45,22.11,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,18.16,-2.38,14,0,0,0,0,0,0,0,0,0,,0,0,-1.19,0,14.59,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#12B38,bcc683c8-7ebd-455d-b6f2-2e632f712b38,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/17/2025,12:07 PM,Uber One member,25.46,1.78,27.24,0,0,0,0,0,-3.94,-0.25,0,0,0,0,0,23.3,-3.48,16,0,0,0,0,0,0,0,0,0,,0,0,-1.53,0,18.29,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#5A575,17b7a9b7-9278-424c-8906-e15b9285a575,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,8:21 PM,Uber One member,19.35,1.35,20.7,0,0,0,0,0,-3.94,-0.25,0,0,0,0,0,16.76,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.15,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#FF5FA,5be19658-2f1d-4b41-aba1-70f297eff5fa,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/17/2025,8:23 PM,Uber One member,17.58,1.24,18.82,0,0,0,0,0,0,0,0,0,0,0,0,18.82,-2.81,16,0,0,0,0,0,0,0,0,0,,0,0,-1.24,0,14.77,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#2D4B4,f48f2fbc-b38d-4eb6-9bc3-ee582732d4b4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/18/2025,12:19 AM,Uber One member,18.85,1.32,20.17,0,0,0,0,0,0,0,0,0,0,0,0,20.17,-3.02,16,0,0,0,0,0,0,0,0,0,,0,0,-1.32,0,15.83,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#22DD6,02af061e-60b4-4013-b0d6-96b3f6c22dd6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/18/2025,12:28 AM,Non-member,10.59,0.74,11.33,0,0,0,0,0,0,0,0,0,0,0,0,11.33,-1.48,14,0,0,0,0,0,0,0,0,0,,0,0,-0.74,0,9.11,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#0E8CD,ff21e255-1942-4ac9-9ce4-90cda370e8cd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/18/2025,2:46 AM,Uber One member,18.86,1.32,20.18,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,16.23,-2.43,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.74,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#4C6D2,6351cd4f-9386-46dc-894c-c465f964c6d2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/18/2025,7:55 PM,Uber One member,15.34,1.08,16.42,0,0,0,0,0,0,0,0,0,0,0,0,16.42,-2.45,16,0,0,0,0,0,0,0,0,0,,0,0,-1.08,0,12.89,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#E78B3,fd212340-d9f0-44af-b94c-7d8e32ae78b3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/18/2025,8:28 PM,Uber One member,18.78,1.32,20.1,0,0,0,0,0,0,0,0,0,0,0,0,20.1,-3,16,0,0,0,0,0,0,0,0,0,,0,0,-1.32,0,15.78,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#BA652,433f8416-b126-4191-a918-9a95e49ba652,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/18/2025,10:00 PM,Uber One member,15.67,1.1,16.77,0,0,0,0,0,0,0,0,0,0,0,0,16.77,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.16,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#E33E1,cb9ea968-faa5-4e1f-9dc5-a9e3279e33e1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/19/2025,12:40 AM,Uber One member,11.09,0.77,11.86,0,0,0,0,0,0,0,0,0,0,0,0,11.86,-1.77,16,0,0,0,0,0,0,0,0,0,,0,0,-0.77,0,9.32,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#4B585,723e707b-ae73-4142-b1bb-bede1ad4b585,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/19/2025,12:54 AM,Uber One member,9.39,0.66,10.05,0,0,0,0,0,0,0,0,0,0,0,0,10.05,-1.5,16,0,0,0,0,0,0,0,0,0,,0,0,-0.66,0,7.89,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#E6FEE,aa4939f8-3d43-4d2a-a670-ea8a3e6e6fee,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/19/2025,2:49 AM,Non-member,14.77,1.04,15.81,0,0,0,0,0,0,0,0,0,0,0,0,15.81,-2.07,14,0,0,0,0,0,0,0,0,0,,0,0,-1.04,0,12.7,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#DA641,ebef3921-a1d6-47e2-a735-e66ab58da641,Delivery - Partner Using Uber App,Digital,UberEats iOS,Cancelled,1/19/2025,3:14 AM,Non-member,47.9,3.35,51.25,0,0,0,0,0,0,0,0,0,0,0,0,51.25,-6.71,14,0,0,0,0,0,0,0,0,0,,0,0,-3.35,0,41.19,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#DA2FC,af43ecff-0885-4d7d-b48f-b4e5b65da2fc,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/19/2025,8:33 AM,Uber One member,9.38,0.66,10.04,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,5.02,-0.75,16,0,0,0,0,0,0,0,0,0,,0,0,-0.33,0,3.94,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#97C89,a1f5c568-6232-4ec4-99ec-6cdf80497c89,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/19/2025,10:40 AM,Uber One member,32.3,2.26,34.56,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,29.54,-4.42,16,0,0,0,0,0,0,0,0,0,,0,0,-1.93,0,23.19,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#97C89,a1f5c568-6232-4ec4-99ec-6cdf80497c89,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,1/19/2025,10:40 AM,Uber One member,0,0,0,-7.47,-0.52,-7.99,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.52,0,-7.47,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#8498D,d6220188-bbd2-448b-a2d5-cf9c6f78498d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/19/2025,12:17 PM,Uber One member,11.09,0.78,11.87,0,0,0,0,0,0,0,0,0,0,0,0,11.87,-1.77,16,0,0,0,0,0,0,0,0,0,,0,0,-0.78,0,9.32,1/21/2025,0,0,,6VYP4NTJDKFX2S6
McDonald's® (Michigan & Madison),493,#3D41E,1ac64011-c002-49f4-9dfc-48f9c5b3d41e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/20/2025,6:16 AM,Uber One member,15.15,1.06,16.21,0,0,0,0,0,0,0,0,0,0,0,0,16.21,-2.42,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.73,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#5D633,d76ea170-dfce-4709-a22d-f1882995d633,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/20/2025,9:43 AM,Uber One member,26.33,1.85,28.18,0,0,0,0,0,0,0,0,0,0,0,0,28.18,-4.21,16,0,0,0,0,0,0,0,0,0,,0,0,-1.85,0,22.12,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#FE71A,85a0f08f-dc83-43d5-a66a-6e89f3dfe71a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/20/2025,5:28 PM,Uber One member,13.37,0.94,14.31,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,10.36,-1.55,16,0,0,0,0,0,0,0,0,0,,0,0,-0.68,0,8.13,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#3A914,9eb97ee7-9211-41dd-a23b-8d572593a914,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/20/2025,10:09 PM,Non-member,17.98,1.26,19.24,0,0,0,0,0,0,0,0,0,0,0,0,19.24,-2.52,14,0,0,0,0,0,0,0,0,0,,0,0,-1.26,0,15.46,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#5C4BD,17c64fc2-7591-4cdc-afd7-958ac005c4bd,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/21/2025,2:18 PM,Non-member,14.83,1.04,15.87,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,11.92,-1.56,14,0,0,0,0,0,0,0,0,0,,0,0,-0.78,0,9.58,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#8F1B0,cb923e53-6fb5-4121-ab42-f19633e8f1b0,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,1/22/2025,6:56 AM,Uber One member,20.24,1.4,21.64,0,0,0,0,0,-5.01,-0.32,0,0,0,0,0,16.63,-2.49,16,0,0,0,0,0,0,0,0,0,,0,0,-1.08,0,13.06,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#0D709,cd983367-262c-4eb5-94ba-771e9bf0d709,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/22/2025,7:10 AM,Non-member,34.03,2.39,36.42,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,31.4,-4.11,14,0,0,0,0,0,0,0,0,0,,0,0,-2.06,0,25.23,1/27/2025,0,0,,4W8IIEDFP3SYM8E
McDonald's® (Michigan & Madison),493,#C7388,21e491df-915a-4374-9a27-2402b65c7388,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,1/22/2025,2:52 PM,Non-member,14.36,1.01,15.37,0,0,0,0,0,-3.95,-0.26,0,0,0,0,0,11.42,-1.49,14,0,0,0,0,0,0,0,0,0,,0,0,-0.75,0,9.18,1/27/2025,0,0,,4W8IIEDFP3SYM8E
