Start Date,End Date,Item Name,Menu Category,Gross Item Sales,Item Volume,% of Total Item Volume,Total Item Missing or Incorrect Errors,% of Total Missing/Incorrect Errors,Item Missing/Incorrect %,Total Item Error Charges,Currency
2025-01-01,2026-06-03,40 pc. Chicken McNuggets®,Most Popular,1139.57,73,0.03,3,0.04,4.11,23.8,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe Meal,Burgers,1126.71,77,0.03,2,0.03,2.6,17.97,USD
2025-01-01,2026-06-03,"Steak, Egg & Cheese McMuffin® Meal",Combo Meals,1123.92,117,0.04,10,0.13,7.69,48.7,USD
2025-01-01,2026-06-03,Sausage McMuffin®,Sandwiches,1123.27,312,0.11,3,0.04,0.96,12.6,USD
2025-01-01,2026-06-03,4 pc. Chicken McNuggets®,McNuggets & Meals,1122.85,395,0.14,12,0.15,3.04,28.64,USD
2025-01-01,2026-06-03,BIG ARCH™ Meal,Burgers,1107.54,70,0.02,5,0.06,7.14,27.62,USD
2025-01-01,2026-06-03,Sweet N Sour Dipping Sauce,Condiments,1090.05,2795,0.99,73,0.91,2.61,43.78,USD
2025-01-01,2026-06-03,Bacon Hot Honey McCrispy™ Meal,Limited Time: Hot Honey,1083.33,76,0.03,10,0.13,13.16,49.19,USD
2025-01-01,2026-06-03,Caramel Frappé,McCafé®,1075.76,195,0.07,5,0.06,2.56,18.35,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Extra Value Meals,1065.56,84,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™ Meal,Meals,1064.82,79,0.03,5,0.06,6.33,43.6,USD
2025-01-01,2026-06-03,Spicy McCrispy™,Chicken,1055.97,139,0.05,10,0.13,7.19,65.2,USD
2025-01-01,2026-06-03,McCrispy™ Meal,Combo Meals,1049.55,82,0.03,1,0.01,1.22,11.28,USD
2025-01-01,2026-06-03,Egg McMuffin® Meal,Extra Value Meals,1044.45,114,0.04,5,0.06,4.39,19.27,USD
2025-01-01,2026-06-03,Deluxe McCrispy™,Chicken,1036.44,127,0.05,3,0.04,2.36,16.02,USD
2025-01-01,2026-06-03,Chicken McGriddles® Meal,Combo Meals,1030.48,115,0.04,2,0.03,1.74,4.56,USD
2025-01-01,2026-06-03,Iced Mocha,McCafé® Coffees,1026.88,227,0.08,12,0.15,5.29,39.08,USD
2025-01-01,2026-06-03,Sausage Egg Cheese Bagel Meal,Combo Meals,1023.58,102,0.04,2,0.03,1.96,10.93,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips,Chicken,990.26,134,0.05,3,0.04,2.24,14.03,USD
2025-01-01,2026-06-03,Premium Roast Coffee,McCafé® Coffees,982.55,425,0.15,9,0.11,2.12,8.99,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Chicken,959.24,76,0.03,2,0.03,2.63,12.91,USD
2025-01-01,2026-06-03,Double Filet-O-Fish®,Individual Items,956.66,122,0.04,4,0.05,3.28,23.19,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese Meal,Meals,952.15,72,0.03,6,0.08,8.33,34.51,USD
2025-01-01,2026-06-03,Hamburger,Individual Items,949.62,361,0.13,8,0.1,2.22,18.28,USD
2025-01-01,2026-06-03,Deluxe McCrispy™ Meal,Combo Meals,946.51,71,0.03,4,0.05,5.63,32.1,USD
2025-01-01,2026-06-03,Minute Maid® Orange Juice,McCafé® Beverages,929.94,236,0.08,7,0.09,2.97,29.47,USD
2025-01-01,2026-06-03,McRib® Meal,Limited Time: McRib,916.6,79,0.03,5,0.06,6.33,25.69,USD
2025-01-01,2026-06-03,HERSHEY'S Chocolate Chip Frappé,McCafé® Coffees,908.24,157,0.06,6,0.08,3.82,27.46,USD
2025-01-01,2026-06-03,Ranch Snack Wrap®,NEW: Snack Wrap®,908.02,231,0.08,4,0.05,1.73,22.68,USD
2025-01-01,2026-06-03,2 Half Strips Bacon,Hash Browns and Sides,905.37,423,0.15,16,0.2,3.31,31.64,USD
2025-01-01,2026-06-03,2 Spicy Snack Wrap® Meal,Extra Value Meals,903.7,74,0.03,7,0.09,9.46,41.77,USD
2025-01-01,2026-06-03,Iced Caramel Macchiato,McCafé® Coffees,885.18,183,0.06,14,0.18,7.65,53.91,USD
2025-01-01,2026-06-03,McCrispy™ Meal,Meals,884.44,69,0.02,2,0.03,2.9,12.76,USD
2025-01-01,2026-06-03,Tangy BBQ Dipping Sauce,Condiments,884.13,2267,0.8,42,0.53,1.81,19.16,USD
2025-01-01,2026-06-03,Sausage Egg McMuffin® Meal,Most Popular,872.62,96,0.03,3,0.04,3.13,5.88,USD
2025-01-01,2026-06-03,Bacon McDouble®,Individual Items,864.17,171,0.06,2,0.03,1.17,10.13,USD
2025-01-01,2026-06-03,McChicken® Biscuit,Individual Items,852.86,273,0.1,3,0.04,1.1,15.0,USD
2025-01-01,2026-06-03,Double Hamburger,Burgers,851.85,244,0.09,5,0.06,2.05,16.0,USD
2025-01-01,2026-06-03,A Minecraft Movie Big Mac® Meal,A Minecraft Movie Meal,847.94,58,0.02,2,0.03,3.45,18.19,USD
2025-01-01,2026-06-03,13 Cookie Tote,Sweets and Treats,837.86,114,0.04,4,0.05,3.51,25.09,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe,Individual Items,815.5,86,0.03,3,0.04,3.49,23.75,USD
2025-01-01,2026-06-03,Double Filet-O-Fish® Meal,Meals,794.34,63,0.02,4,0.05,6.35,18.83,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese Meal,Burgers,788.92,61,0.02,4,0.05,6.56,19.84,USD
2025-01-01,2026-06-03,Egg McMuffin® Meal,Combo Meals,777.5,81,0.03,5,0.06,6.17,36.24,USD
2025-01-01,2026-06-03,2 Cookies,Sweets and Treats,773.82,228,0.08,8,0.1,3.51,18.36,USD
2025-01-01,2026-06-03,Big Mac®,Meals,766.91,126,0.04,1,0.01,0.79,5.15,USD
2025-01-01,2026-06-03,"Sausage, Egg and Cheese McGriddles® Meal",Most Popular,765.61,76,0.03,5,0.06,6.58,24.07,USD
2025-01-01,2026-06-03,Coke®,McCafé® Beverages,763.39,361,0.13,4,0.05,1.11,7.5,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe Meal,Meals,752.19,62,0.02,3,0.04,4.84,21.04,USD
2025-01-01,2026-06-03,McDonaldland Quarter Pounder® with Cheese Meal ,The McDonaldland Meal,740.39,43,0.02,5,0.06,11.63,18.04,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips,NEW: McCrispy™ Strips,739.0,100,0.04,7,0.09,7.0,50.29,USD
2025-01-01,2026-06-03,Frozen Coca-Cola®,Beverages,737.93,231,0.08,13,0.16,5.63,44.52,USD
2025-01-01,2026-06-03,Apple Pie,Sweets and Treats,735.57,243,0.09,8,0.1,3.29,15.54,USD
2025-01-01,2026-06-03,Spicy McCrispy™ Meal,Chicken,734.32,60,0.02,2,0.03,3.33,0.0,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips,Chicken,712.95,115,0.04,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Krispy Kreme® Chocolate Iced Kreme Filled Doughnut,Krispy Kreme®,695.42,218,0.08,12,0.15,5.5,41.14,USD
2025-01-01,2026-06-03,Deluxe McCrispy™,Individual Items,692.23,85,0.03,3,0.04,3.53,34.54,USD
2025-01-01,2026-06-03,Scrambled Eggs,Hash Browns and Sides,688.38,272,0.1,3,0.04,1.1,8.53,USD
2025-01-01,2026-06-03,Hi-C® Orange,McCafé® Beverages,684.71,329,0.12,5,0.06,1.52,9.4,USD
2025-01-01,2026-06-03,Strawberry & Crème Pie,Sweets and Treats,675.43,197,0.07,9,0.11,4.57,23.23,USD
2025-01-01,2026-06-03,Chocolate Milk,Beverages,668.33,357,0.13,15,0.19,4.2,32.18,USD
2025-01-01,2026-06-03,Sprite®,McCafé® Beverages,662.72,318,0.11,6,0.08,1.89,11.48,USD
2025-01-01,2026-06-03,Mt. McDonaldland Shake,Sweets & Treats,662.13,137,0.05,15,0.19,10.95,66.15,USD
2025-01-01,2026-06-03,Spicy Buffalo,Condiments,660.27,1693,0.6,52,0.65,2.95,28.71,USD
2025-01-01,2026-06-03,2 Mix & Match Snack Wrap® Meal,NEW: Snack Wrap®,654.36,55,0.02,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Steak & Egg McMuffin®,Sandwiches,652.09,127,0.05,7,0.09,5.51,37.86,USD
2025-01-01,2026-06-03,Sausage Egg Biscuit,Sandwiches,642.6,116,0.04,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,2 Ranch Snack Wrap® Meal,Chicken,629.69,53,0.02,1,0.01,1.89,9.97,USD
2025-01-01,2026-06-03,Mocha Frappé,McCafé®,626.85,109,0.04,3,0.04,2.75,8.47,USD
2025-01-01,2026-06-03,Spicy McCrispy™,Individual Items,618.17,82,0.03,2,0.03,2.44,12.61,USD
2025-01-01,2026-06-03,Deluxe Special Edition Gold McCrispy™ Meal,Limited Time: Special Edition Gold,616.4,41,0.01,2,0.03,4.88,18.73,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese,Burgers,612.46,77,0.03,3,0.04,3.9,10.19,USD
2025-01-01,2026-06-03,McDonaldland 10 Piece McNuggets® Meal,The McDonaldland Meal,597.13,37,0.01,4,0.05,10.81,25.3,USD
2025-01-01,2026-06-03,Krispy Kreme® Chocolate Iced with Sprinkles Doughnut,Krispy Kreme®,596.53,187,0.07,6,0.08,3.21,14.42,USD
2025-01-01,2026-06-03,Iced Caramel Latte,McCafé® Coffees,595.95,128,0.05,3,0.04,2.34,10.01,USD
2025-01-01,2026-06-03,2 Mix & Match Snack Wrap® Meal,Extra Value Meals,586.01,49,0.02,1,0.01,2.04,10.09,USD
2025-01-01,2026-06-03,2 Spicy Snack Wrap® Meal,NEW: Snack Wrap®,584.25,49,0.02,3,0.04,6.12,15.02,USD
2025-01-01,2026-06-03,Sprite® Berry Blast,NEW: McCafé® Specialty Drinks,578.06,130,0.05,5,0.06,3.85,19.29,USD
2025-01-01,2026-06-03,Hot Honey McCrispy™ Meal,Limited Time: Hot Honey,575.71,45,0.02,2,0.03,4.44,13.88,USD
2025-01-01,2026-06-03,Double Bacon Quarter Pounder® with Cheese Meal,Burgers,570.1,38,0.01,2,0.03,5.26,6.25,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Meal,Chicken,568.39,61,0.02,6,0.08,9.84,18.49,USD
2025-01-01,2026-06-03,Iced Coffee,McCafé® Coffees,549.24,131,0.05,3,0.04,2.29,10.19,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips Meal,Most Popular,545.23,47,0.02,1,0.01,2.13,2.4,USD
2025-01-01,2026-06-03,HERSHEY'S S'mores McFlurry®,Sweets & Treats,541.77,128,0.05,14,0.18,10.94,48.55,USD
2025-01-01,2026-06-03,McChicken® Biscuit,Sandwiches,517.23,158,0.06,2,0.03,1.27,7.49,USD
2025-01-01,2026-06-03,Coca-Cola® Zero Sugar,Beverages,514.26,244,0.09,5,0.06,2.05,9.32,USD
2025-01-01,2026-06-03,OREO® Shamrock McFlurry®,Sweets & Treats,492.46,126,0.04,38,0.48,30.16,119.43,USD
2025-01-01,2026-06-03,McCrispy™,Individual Items,492.3,64,0.02,3,0.04,4.69,19.59,USD
2025-01-01,2026-06-03,Triple Cheeseburger Meal,Burgers,483.63,46,0.02,1,0.01,2.17,10.77,USD
2025-01-01,2026-06-03,Lemonade,Beverages,483.6,160,0.06,6,0.08,3.75,14.04,USD
2025-01-01,2026-06-03,Ranch Snack Wrap®,Individual Items,483.08,124,0.04,4,0.05,3.23,19.91,USD
2025-01-01,2026-06-03,Sausage Egg Cheese Bagel,Sandwiches,482.76,78,0.03,1,0.01,1.28,5.26,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Meals,480.12,38,0.01,1,0.01,2.63,10.29,USD
2025-01-01,2026-06-03,Spicy Snack Wrap®,NEW: Snack Wrap®,475.64,123,0.04,4,0.05,3.25,12.94,USD
2025-01-01,2026-06-03,Holiday Pie,Sweets & Treats,468.95,145,0.05,6,0.08,4.14,30.43,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips Meal,NEW: McCrispy™ Strips,466.69,41,0.01,4,0.05,9.76,28.1,USD
2025-01-01,2026-06-03,Shamrock Shake®,Most Popular,466.2,95,0.03,11,0.14,11.58,57.87,USD
2025-01-01,2026-06-03,Minute Maid® Orange Juice,Drinks,464.2,120,0.04,3,0.04,2.5,15.46,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™,Individual Items,458.23,57,0.02,2,0.03,3.51,13.3,USD
2025-01-01,2026-06-03,Blueberry & Creme Pie,Sweets & Treats,435.54,126,0.04,4,0.05,3.17,13.31,USD
2025-01-01,2026-06-03,Coke®,Drinks,428.77,203,0.07,4,0.05,1.48,7.55,USD
2025-01-01,2026-06-03,Triple Cheeseburger Meal,Extra Value Meals,425.78,40,0.01,3,0.04,7.5,22.62,USD
2025-01-01,2026-06-03,Premium Hot Chocolate,McCafé® Coffees,425.64,104,0.04,7,0.09,6.73,23.37,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets®,Meals,423.09,111,0.04,3,0.04,2.7,9.9,USD
2025-01-01,2026-06-03,Dr Pepper®,McCafé® Beverages,421.69,201,0.07,3,0.04,1.49,1.85,USD
2025-01-01,2026-06-03,Medium Frozen Sprite® Lymonade®,Beverages,419.24,136,0.05,8,0.1,5.88,18.34,USD
2025-01-01,2026-06-03,Apple Slices,Hash Browns and Sides,418.24,306,0.11,8,0.1,2.61,13.1,USD
2025-01-01,2026-06-03,Apple Slices,Sides & More,415.06,304,0.11,8,0.1,2.63,10.55,USD
2025-01-01,2026-06-03,Strawberry Banana Smoothie,McCafé® Beverages,414.38,97,0.03,2,0.03,2.06,8.48,USD
2025-01-01,2026-06-03,McCrispy™ Meal,Most Popular,413.82,33,0.01,2,0.03,6.06,15.16,USD
2025-01-01,2026-06-03,Bacon Buffalo Ranch Deluxe McCrispy™ Meal,Limited Time: Buffalo Ranch,410.99,28,0.01,1,0.01,3.57,3.76,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe,Burgers,410.87,53,0.02,4,0.05,7.55,15.43,USD
2025-01-01,2026-06-03,Hamburger Happy Meal®,A Minecraft Movie Happy Meal,408.05,65,0.02,4,0.05,6.15,26.56,USD
2025-01-01,2026-06-03,Pumpkin & Creme Pie,Sweets & Treats,407.21,129,0.05,7,0.09,5.43,19.95,USD
2025-01-01,2026-06-03,Iced French Vanilla Latte,McCafé® Coffees,402.0,89,0.03,3,0.04,3.37,23.91,USD
2025-01-01,2026-06-03,Milk,Beverages,388.92,208,0.07,2,0.03,0.96,3.25,USD
2025-01-01,2026-06-03,Krispy Kreme® ½ Dozen Variety Doughnuts,Krispy Kreme®,388.56,24,0.01,1,0.01,4.17,13.75,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™ Meal,Chicken,388.46,30,0.01,1,0.01,3.33,11.16,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips,NEW: McCrispy™ Strips,386.28,62,0.02,2,0.03,3.23,6.93,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese,Individual Items,386.08,48,0.02,3,0.04,6.25,15.12,USD
2025-01-01,2026-06-03,McChicken® Biscuit Meal,Extra Value Meals,383.32,50,0.02,3,0.04,6.0,18.27,USD
2025-01-01,2026-06-03,OREO® McFlurry®,Most Popular,380.68,105,0.04,5,0.06,4.76,16.74,USD
2025-01-01,2026-06-03,2 Ranch Snack Wrap® Meal,Meals,365.33,31,0.01,4,0.05,12.9,15.26,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe,Individual Items,358.8,48,0.02,2,0.03,4.17,6.28,USD
2025-01-01,2026-06-03,DASANI® Bottled Water,Beverages,357.22,178,0.06,5,0.06,2.25,10.62,USD
2025-01-01,2026-06-03,Honest Kids® Organic Apple Juice Drink,Beverages,355.97,193,0.07,4,0.05,2.07,18.57,USD
2025-01-01,2026-06-03,Spicy Snack Wrap®,Individual Items,346.55,91,0.03,2,0.03,2.2,6.47,USD
2025-01-01,2026-06-03,Mango Pineapple Refresher,NEW: McCafé® Specialty Drinks,339.61,64,0.02,1,0.01,1.56,3.94,USD
2025-01-01,2026-06-03,Sprite®,Drinks,333.9,160,0.06,1,0.01,0.63,1.8,USD
2025-01-01,2026-06-03,Hi-C® Orange,Drinks,326.34,156,0.06,1,0.01,0.64,1.6,USD
2025-01-01,2026-06-03,Bacon McDouble® Meal,Burgers,319.53,39,0.01,4,0.05,10.26,25.36,USD
2025-01-01,2026-06-03,Saja Boys Breakfast Meal,Limited Time: Saja Boys Breakfast Meal ,318.89,30,0.01,5,0.06,16.67,18.8,USD
2025-01-01,2026-06-03,BBQ Bacon QPC: The Angel Reese Special,BBQ Bacon QPC: Angel Reese Special,317.71,24,0.01,2,0.03,8.33,25.5,USD
2025-01-01,2026-06-03,Coke®,Most Popular,314.21,149,0.05,4,0.05,2.68,7.3,USD
2025-01-01,2026-06-03,"Sausage, Egg and Cheese McGriddles® Meal",Sandwiches,310.54,31,0.01,1,0.01,3.23,8.66,USD
2025-01-01,2026-06-03,Double Hamburger,Individual Items,304.49,84,0.03,5,0.06,5.95,12.72,USD
2025-01-01,2026-06-03,Bacon Hot Honey McCrispy™,Limited Time: Hot Honey,298.62,32,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Syrup,Condiments,297.26,794,0.28,6,0.08,0.76,2.99,USD
2025-01-01,2026-06-03,BIG ARCH™,Burgers,293.86,27,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Honey Mustard,Condiments,292.11,749,0.27,16,0.2,2.14,7.36,USD
2025-01-01,2026-06-03,Caramel Macchiato,McCafé® Coffees,288.39,60,0.02,6,0.08,10.0,19.82,USD
2025-01-01,2026-06-03,4 pc. Chicken McNugget® Happy Meal®,A Minecraft Movie Happy Meal,284.57,43,0.02,1,0.01,2.33,1.38,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips Meal,Chicken,277.66,24,0.01,1,0.01,4.17,12.14,USD
2025-01-01,2026-06-03,Hot Honey Snack Wrap®,Limited Time: Hot Honey,277.64,72,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe Meal,Burgers,277.4,22,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,3 Half Strips Bacon,Sides & More,277.24,116,0.04,3,0.04,2.59,8.21,USD
2025-01-01,2026-06-03,McChicken® Biscuit Meal,Combo Meals,275.5,37,0.01,1,0.01,2.7,8.73,USD
2025-01-01,2026-06-03,Egg Biscuit,Sandwiches,275.33,69,0.02,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Diet Coke®,McCafé® Beverages,274.12,128,0.05,3,0.04,2.34,7.29,USD
2025-01-01,2026-06-03,Double Bacon Quarter Pounder® with Cheese,Individual Items,273.11,28,0.01,2,0.03,7.14,10.43,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe,Burgers,266.67,27,0.01,1,0.01,3.7,11.35,USD
2025-01-01,2026-06-03,Mocha,McCafé® Coffees,263.98,61,0.02,10,0.13,16.39,32.95,USD
2025-01-01,2026-06-03,2 Hot Honey Snack Wrap® Meal,Limited Time: Hot Honey,260.88,22,0.01,2,0.03,9.09,19.79,USD
2025-01-01,2026-06-03,Strawberry Banana Smoothie,Drinks,256.07,62,0.02,2,0.03,3.23,6.24,USD
2025-01-01,2026-06-03,CHIPS AHOY!® Frappé,McCafé® Coffees,253.95,43,0.02,3,0.04,6.98,10.39,USD
2025-01-01,2026-06-03,Krispy Kreme® ½ Dozen Original Glazed® Doughnuts,Krispy Kreme®,253.13,17,0.01,2,0.03,11.76,25.3,USD
2025-01-01,2026-06-03,Vanilla Shake,Sweets and Treats,251.74,55,0.02,7,0.09,12.73,34.05,USD
2025-01-01,2026-06-03,Southern Style Sweet Tea Lemonade,Beverages,236.63,77,0.03,3,0.04,3.9,3.3,USD
2025-01-01,2026-06-03,A Minecraft Movie 10 Piece McNuggets® Meal,McNuggets & Meals,232.34,16,0.01,2,0.03,12.5,24.16,USD
2025-01-01,2026-06-03,Filet-O-Fish®,Meals,228.64,38,0.01,1,0.01,2.63,4.89,USD
2025-01-01,2026-06-03,Deluxe Special Edition Gold McCrispy™,Limited Time: Special Edition Gold,225.25,23,0.01,2,0.03,8.7,8.46,USD
2025-01-01,2026-06-03,3 Piece McCrispy™ Strips,Individual Items,223.74,36,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Strawberry Watermelon Refresher,NEW: McCafé® Specialty Drinks,223.46,44,0.02,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Triple Cheeseburger,Meals,223.45,41,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips,Individual Items,221.7,30,0.01,1,0.01,3.33,12.7,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Biscuit Meal,Most Popular,215.36,23,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Southern Style Sweet Tea,McCafé® Beverages,212.65,75,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Derpy McFlurry®,Limited Time: The HUNTR⁄X Meal,211.18,44,0.02,3,0.04,6.82,12.55,USD
2025-01-01,2026-06-03,Frozen Fanta® Blue Raspberry,McCafé® Beverages,210.63,67,0.02,3,0.04,4.48,8.21,USD
2025-01-01,2026-06-03,BBQ Bacon QPC: The Angel Reese Special Double,Combo Meals,207.86,14,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Bacon Hot Honey McCrispy™ Meal,Chicken,206.33,15,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,BBQ Bacon QPC: The Angel Reese Special Double,BBQ Bacon QPC: Angel Reese Special,199.65,13,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Bacon Buffalo Ranch Deluxe McCrispy™ Meal,Chicken,197.73,14,0.01,1,0.01,7.14,2.81,USD
2025-01-01,2026-06-03,Iced Sugar Free Vanilla Coffee,McCafé® Coffees,194.11,51,0.02,1,0.01,1.96,3.18,USD
2025-01-01,2026-06-03,2 Sausage Burrito Meal,Sandwiches,192.78,22,0.01,1,0.01,4.55,7.06,USD
2025-01-01,2026-06-03,Unsweetened Iced Tea,Beverages,190.51,69,0.02,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Strawberry Shake,Sweets and Treats,188.45,41,0.01,4,0.05,9.76,15.32,USD
2025-01-01,2026-06-03,Mango Pineapple Smoothie,McCafé® Beverages,184.48,40,0.01,2,0.03,5.0,6.95,USD
2025-01-01,2026-06-03,Diet Coke®,Drinks,181.85,85,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Spicy Egg McMuffin®,Limited Time: Spicy McMuffin®,181.65,35,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,The Angel Reese Special - Double,Limited Time: Angel Reese Special - QPC,180.37,12,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Fanta® Orange,McCafé® Beverages,179.15,85,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Deluxe Special Edition Gold McCrispy™ Meal,Most Popular,176.53,12,0.0,2,0.03,16.67,6.35,USD
2025-01-01,2026-06-03,2 Spicy Snack Wrap® Meal,Meals,176.26,14,0.01,1,0.01,7.14,3.23,USD
2025-01-01,2026-06-03,Buffalo Ranch Snack Wrap®,Limited Time: Buffalo Ranch,175.87,45,0.02,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Hot Mustard Dipping Sauce,Condiments,175.11,449,0.16,14,0.18,3.12,8.97,USD
2025-01-01,2026-06-03,Dr Pepper®,Drinks,174.16,84,0.03,1,0.01,1.19,1.69,USD
2025-01-01,2026-06-03,Spicy Saja McMuffin® with Egg,Limited Time: Saja Boys Breakfast Meal ,173.75,41,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Ramyeon McShaker Fries,Limited Time: The HUNTR⁄X Meal,172.87,33,0.01,6,0.08,18.18,21.52,USD
2025-01-01,2026-06-03,Chocolate Shake,Sweets and Treats,172.42,38,0.01,4,0.05,10.53,15.6,USD
2025-01-01,2026-06-03,Dirty Dr Pepper®,NEW: McCafé® Specialty Drinks,171.41,39,0.01,1,0.01,2.56,3.75,USD
2025-01-01,2026-06-03,Hot Honey McCrispy™,Limited Time: Hot Honey,171.15,21,0.01,1,0.01,4.76,6.9,USD
2025-01-01,2026-06-03,Southern Style Sweet Tea,Drinks,170.49,61,0.02,2,0.03,3.28,5.11,USD
2025-01-01,2026-06-03,Double Bacon Quarter Pounder® with Cheese,Burgers,167.72,17,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,1 Cookie,Sweets and Treats,165.82,88,0.03,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Limited Time: Buffalo Ranch,164.47,13,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Root Beer,McCafé® Beverages,162.73,77,0.03,2,0.03,2.6,3.7,USD
2025-01-01,2026-06-03,Iced Peppermint Mocha,McCafé® Coffees,162.6,38,0.01,5,0.06,13.16,13.99,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel Meal,Sandwiches,161.94,15,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,The Angel Reese Special,Limited Time: Angel Reese Special - QPC,158.36,12,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Limited Time: Special Edition Gold,158.28,12,0.0,1,0.01,8.33,10.6,USD
2025-01-01,2026-06-03,2 Spicy Snack Wrap® Meal,Chicken,156.95,13,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Bacon Buffalo Ranch McCrispy™ Meal,Limited Time: Buffalo Ranch,156.46,11,0.0,1,0.01,9.09,3.5,USD
2025-01-01,2026-06-03,Blackberry Passion Fruit Refresher,NEW: McCafé® Specialty Drinks,155.79,31,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Blueberry & Creme Pie,Sweets and Treats,150.77,43,0.02,4,0.05,9.3,14.2,USD
2025-01-01,2026-06-03,"Steak, Egg & Cheese McMuffin® Meal",Sandwiches,150.15,15,0.01,1,0.01,6.67,8.66,USD
2025-01-01,2026-06-03,A Minecraft Movie Big Mac® Meal,Combo Meals,149.18,10,0.0,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Bacon Buffalo Ranch Deluxe McCrispy™,Limited Time: Buffalo Ranch,144.41,15,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Special Edition Gold Snack Wrap®,Limited Time: Special Edition Gold,144.02,38,0.01,1,0.01,2.63,3.31,USD
2025-01-01,2026-06-03,Orange Dream,NEW: McCafé® Specialty Drinks,143.96,32,0.01,0,0.0,0.0,0.0,USD
2025-01-01,2026-06-03,Honey Packet,Condiments,139.62,358,0.13,11,0.14,3.07,7.04,USD
2025-01-01,2026-06-03,Hot Honey Snack Wrap® and Ranch Snack Wrap® Meal,Limited Time: Hot Honey,139.56,12,0.0,1,0.01,8.33,1.05,USD
2025-01-01,2026-06-03,Deluxe Special Edition Gold McCrispy™,Most Popular,139.54,14,0.01,1,0.01,7.14,4.24,USD
2025-01-01,2026-06-03,The Grinch™ McShaker Fries,Limited Time: The Grinch™ Meal,139.42,28,0.01,5,0.06,17.86,17.9,USD
