Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
Day of 2025-05-15,2025-05-15,2025-05-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,45,43,3,6.67,18.89,2,4.44,0,0.00,0.00,3.99,5.04,24.38,100.0,0.0,0,NULL,5,NULL,5,0,0,0.00,USD,24.38
Day of 2025-05-15,2025-05-15,2025-05-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,18,1,5.26,7.98,1,5.26,0,0.00,0.00,2.74,3.62,18.71,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.71
Day of 2025-05-14,2025-05-14,2025-05-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,53,51,3,5.66,6.54,2,3.77,1,1.89,0.00,4.11,4.85,21.12,100.0,0.0,0,NULL,10,3,6,0,0,0.00,USD,21.12
Day of 2025-05-14,2025-05-14,2025-05-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,31,31,4,12.90,16.81,0,0.00,0,0.00,0.00,5.05,6.28,23.45,100.0,0.0,0,NULL,4,2,1,0,0,0.00,USD,23.45
Day of 2025-05-14,2025-05-14,2025-05-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,2,8.33,16.69,0,0.00,0,0.00,0.00,4.27,5.90,21.17,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,21.17
Day of 2025-05-13,2025-05-13,2025-05-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,42,42,5,11.90,29.29,0,0.00,0,0.00,0.00,4.92,6.43,21.70,99.74,0.26,3,NULL,3,NULL,3,0,0,0.00,USD,21.70
Day of 2025-05-13,2025-05-13,2025-05-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,35,35,2,5.71,18.91,0,0.00,0,0.00,0.00,3.54,4.66,21.87,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,21.87
Day of 2025-05-13,2025-05-13,2025-05-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,4,18.18,38.11,0,0.00,0,0.00,0.00,4.37,5.53,19.10,100.0,0.0,0,NULL,4,1,1,0,0,0.00,USD,19.10
Day of 2025-05-12,2025-05-12,2025-05-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,42,41,0,0.00,0.00,1,2.38,0,0.00,0.00,5.71,6.62,20.95,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.95
Day of 2025-05-12,2025-05-12,2025-05-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,35,34,1,2.86,1.96,1,2.86,0,0.00,0.00,3.41,4.34,20.75,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,20.75
Day of 2025-05-12,2025-05-12,2025-05-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,1,5.56,1.55,0,0.00,0,0.00,0.00,2.62,3.44,15.88,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,15.88
Day of 2025-05-11,2025-05-11,2025-05-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,75,74,5,6.67,30.98,1,1.33,1,1.33,0.00,5.42,7.05,26.90,97.57,2.43,35,NULL,4,1,2,0,0,0.00,USD,26.90
Day of 2025-05-11,2025-05-11,2025-05-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,2,5.88,21.90,0,0.00,0,0.00,0.00,3.14,4.66,23.73,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,23.73
Day of 2025-05-11,2025-05-11,2025-05-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,29,27,1,3.45,1.79,2,6.90,2,6.90,0.00,3.46,5.36,27.69,93.88,6.12,88,NULL,1,NULL,1,0,0,0.00,USD,27.69
Day of 2025-05-10,2025-05-10,2025-05-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,97,8,8.00,27.00,3,3.00,3,3.00,0.00,7.39,8.34,28.16,95.41,4.59,66,NULL,3,NULL,3,0,0,0.00,USD,28.16
Day of 2025-05-10,2025-05-10,2025-05-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,40,5,12.20,59.17,1,2.44,1,2.44,0.00,5.06,5.98,23.34,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,23.34
Day of 2025-05-10,2025-05-10,2025-05-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,47,44,4,8.51,20.02,3,6.38,3,6.38,0.00,3.90,5.22,27.14,99.24,0.76,11,NULL,5,1,2,0,0,0.00,USD,27.14
Day of 2025-05-09,2025-05-09,2025-05-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,98,13,13.00,103.75,2,2.00,2,2.00,0.00,5.37,6.47,24.46,100.0,0.0,0,NULL,7,3,1,0,0,0.00,USD,24.46
Day of 2025-05-09,2025-05-09,2025-05-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,41,5,12.20,34.91,0,0.00,0,0.00,0.00,4.89,6.10,24.26,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,24.26
Day of 2025-05-09,2025-05-09,2025-05-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,38,38,2,5.26,18.70,0,0.00,0,0.00,0.00,4.75,5.54,22.67,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,22.67
Day of 2025-05-08,2025-05-08,2025-05-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,60,59,6,10.00,26.05,1,1.67,1,1.67,0.00,5.43,6.70,24.76,98.51,1.49,17,NULL,7,NULL,5,0,0,0.00,USD,24.76
Day of 2025-05-08,2025-05-08,2025-05-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,43,40,3,6.98,10.53,3,6.98,1,2.33,0.00,4.22,5.43,22.33,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,22.33
Day of 2025-05-08,2025-05-08,2025-05-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,17,0,0.00,0.00,1,5.56,1,5.56,0.00,2.89,4.04,17.29,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,17.29
Day of 2025-05-07,2025-05-07,2025-05-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,56,56,2,3.57,16.07,0,0.00,0,0.00,0.00,5.27,6.49,22.68,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,22.68
Day of 2025-05-07,2025-05-07,2025-05-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,31,31,3,9.68,34.85,0,0.00,0,0.00,0.00,4.45,5.52,24.54,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,24.54
Day of 2025-05-07,2025-05-07,2025-05-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,0,0.00,0.00,0,0.00,0,0.00,0.00,5.35,7.43,20.87,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,20.87
Day of 2025-05-06,2025-05-06,2025-05-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,55,55,4,7.27,30.50,0,0.00,0,0.00,0.00,4.11,5.01,19.86,100.0,0.0,0,NULL,7,1,4,0,0,0.00,USD,19.86
Day of 2025-05-06,2025-05-06,2025-05-06,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,42,41,2,4.76,10.37,1,2.38,1,2.38,0.00,4.38,5.81,22.16,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.16
Day of 2025-05-06,2025-05-06,2025-05-06,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,22,0,0.00,0.00,1,4.35,1,4.35,0.00,6.11,8.42,21.10,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,21.10
Day of 2025-05-05,2025-05-05,2025-05-05,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,48,48,4,8.33,13.98,0,0.00,0,0.00,0.00,6.25,6.90,23.33,96.75,3.25,37,NULL,2,NULL,1,0,0,0.00,USD,23.33
Day of 2025-05-05,2025-05-05,2025-05-05,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,20,19,1,5.00,2.32,1,5.00,0,0.00,0.00,3.40,4.39,22.21,100.0,0.0,0,NULL,5,NULL,5,0,0,0.00,USD,22.21
Day of 2025-05-05,2025-05-05,2025-05-05,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,23,1,4.17,11.70,1,4.17,1,4.17,0.00,2.86,3.97,19.41,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,19.41
Day of 2025-05-04,2025-05-04,2025-05-04,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,76,73,8,10.53,51.74,3,3.95,2,2.63,0.00,4.55,5.55,25.44,97.85,2.15,31,NULL,3,NULL,3,0,0,0.00,USD,25.44
Day of 2025-05-04,2025-05-04,2025-05-04,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,47,2,4.17,3.16,1,2.08,0,0.00,0.00,3.29,4.61,20.17,100.0,0.0,0,NULL,8,2,5,0,0,0.00,USD,20.17
Day of 2025-05-04,2025-05-04,2025-05-04,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,40,36,2,5.00,6.67,4,10.00,3,7.50,0.00,5.08,6.13,24.40,99.44,0.56,8,NULL,3,NULL,2,0,0,0.00,USD,24.40
Day of 2025-05-03,2025-05-03,2025-05-03,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,62,62,6,9.68,83.28,0,0.00,0,0.00,0.00,5.98,7.37,26.31,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,26.31
Day of 2025-05-03,2025-05-03,2025-05-03,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,38,36,3,7.89,16.46,2,5.26,0,0.00,0.00,4.54,5.33,25.09,100.0,0.0,0,NULL,7,NULL,4,0,0,0.00,USD,25.09
Day of 2025-05-03,2025-05-03,2025-05-03,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,50,48,4,8.00,28.37,2,4.00,2,4.00,0.00,6.71,9.18,26.58,98.26,1.74,25,NULL,6,2,4,0,0,0.00,USD,26.58
Day of 2025-05-02,2025-05-02,2025-05-02,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,65,65,6,9.23,40.42,0,0.00,0,0.00,3.08,8.37,9.44,27.78,94.25,5.75,69,NULL,9,1,6,0,0,0.00,USD,27.78
Day of 2025-05-02,2025-05-02,2025-05-02,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,48,2,4.17,27.37,0,0.00,0,0.00,0.00,4.30,5.66,22.56,97.75,2.25,27,NULL,3,NULL,2,0,0,0.00,USD,22.56
Day of 2025-05-02,2025-05-02,2025-05-02,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,51,48,0,0.00,0.00,3,5.88,3,5.88,0.00,3.84,5.05,27.18,99.58,0.42,6,NULL,3,NULL,1,0,0,0.00,USD,27.18
Day of 2025-05-01,2025-05-01,2025-05-01,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,58,58,2,3.45,6.73,0,0.00,0,0.00,0.00,5.18,6.61,23.39,100.0,0.0,0,NULL,6,NULL,4,0,0,0.00,USD,23.39
Day of 2025-05-01,2025-05-01,2025-05-01,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,45,45,7,15.56,59.69,0,0.00,0,0.00,0.00,4.64,5.74,22.65,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,22.65
Day of 2025-05-01,2025-05-01,2025-05-01,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,3,13.64,21.76,0,0.00,0,0.00,0.00,4.61,5.58,22.54,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,22.54
Day of 2025-04-30,2025-04-30,2025-04-30,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,42,2,4.65,5.22,1,2.33,1,2.33,0.00,4.31,5.12,22.29,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,22.29
Day of 2025-04-30,2025-04-30,2025-04-30,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,39,39,2,5.13,7.01,0,0.00,0,0.00,0.00,3.93,4.94,20.85,100.0,0.0,0,NULL,5,NULL,4,0,0,0.00,USD,20.85
Day of 2025-04-30,2025-04-30,2025-04-30,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,26,1,3.70,2.53,1,3.70,1,3.70,0.00,4.03,5.26,20.38,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,20.38
Day of 2025-04-29,2025-04-29,2025-04-29,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,44,43,4,9.09,23.59,1,2.27,0,0.00,0.00,4.37,5.20,20.79,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,20.79
Day of 2025-04-29,2025-04-29,2025-04-29,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,36,36,9,25.00,47.52,0,0.00,0,0.00,0.00,3.90,5.79,23.66,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,23.66
Day of 2025-04-29,2025-04-29,2025-04-29,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,19,1,5.00,6.36,1,5.00,1,5.00,0.00,5.51,6.50,24.39,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,24.39
Day of 2025-04-28,2025-04-28,2025-04-28,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,39,38,2,5.13,7.37,1,2.56,1,2.56,0.00,5.68,6.70,23.64,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,23.64
Day of 2025-04-28,2025-04-28,2025-04-28,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,26,26,2,7.69,12.01,0,0.00,0,0.00,0.00,4.99,5.82,23.74,100.0,0.0,0,NULL,5,1,3,0,0,0.00,USD,23.74
Day of 2025-04-28,2025-04-28,2025-04-28,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,2,9.09,14.30,0,0.00,0,0.00,4.55,4.69,6.06,19.38,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,19.38
Day of 2025-04-27,2025-04-27,2025-04-27,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,103,91,5,4.85,32.14,12,11.65,9,8.74,0.00,5.01,6.98,30.80,96.09,3.91,54,NULL,2,1,1,0,0,0.00,USD,30.80
Day of 2025-04-27,2025-04-27,2025-04-27,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,48,4,8.33,33.55,0,0.00,0,0.00,0.00,5.92,6.96,24.98,99.67,0.33,4,NULL,2,NULL,2,0,0,0.00,USD,24.98
Day of 2025-04-27,2025-04-27,2025-04-27,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,47,46,3,6.38,14.14,1,2.13,1,2.13,0.00,4.97,7.09,27.75,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,27.75
Day of 2025-04-26,2025-04-26,2025-04-26,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,51,49,2,3.92,3.05,2,3.92,0,0.00,0.00,3.96,5.34,26.51,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,26.51
Day of 2025-04-26,2025-04-26,2025-04-26,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,52,51,2,3.85,9.70,1,1.92,0,0.00,0.00,3.45,4.68,21.93,100.0,0.0,0,NULL,6,1,4,0,0,0.00,USD,21.93
Day of 2025-04-26,2025-04-26,2025-04-26,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,70,65,4,5.71,15.91,5,7.14,5,7.14,0.00,6.05,7.34,30.14,97.08,2.92,42,NULL,4,2,1,0,0,0.00,USD,30.14
Day of 2025-04-25,2025-04-25,2025-04-25,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,75,73,4,5.33,12.00,2,2.67,2,2.67,0.00,4.69,5.97,26.02,99.31,0.69,10,NULL,3,NULL,2,0,0,0.00,USD,26.02
Day of 2025-04-25,2025-04-25,2025-04-25,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,47,47,4,8.51,20.33,0,0.00,0,0.00,0.00,3.17,4.38,21.61,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,21.61
Day of 2025-04-25,2025-04-25,2025-04-25,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,45,43,1,2.22,1.31,2,4.44,2,4.44,0.00,5.20,7.47,26.81,100.0,0.0,0,NULL,7,1,5,0,0,0.00,USD,26.81
Day of 2025-04-24,2025-04-24,2025-04-24,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,34,34,1,2.94,7.64,0,0.00,0,0.00,0.00,3.66,4.96,23.30,100.0,0.0,0,NULL,4,2,2,0,0,0.00,USD,23.30
Day of 2025-04-24,2025-04-24,2025-04-24,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,33,3,8.82,29.40,1,2.94,0,0.00,0.00,4.53,5.35,21.62,100.0,0.0,0,NULL,5,2,3,0,0,0.00,USD,21.62
Day of 2025-04-24,2025-04-24,2025-04-24,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,25,25,2,8.00,21.04,0,0.00,0,0.00,0.00,5.56,6.36,24.86,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,24.86
Day of 2025-04-23,2025-04-23,2025-04-23,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,57,4,7.02,18.07,0,0.00,0,0.00,0.00,4.10,5.66,22.86,100.0,0.0,0,NULL,5,1,3,0,0,0.00,USD,22.86
Day of 2025-04-23,2025-04-23,2025-04-23,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,41,3,7.32,16.80,0,0.00,0,0.00,0.00,3.19,4.21,22.18,100.0,0.0,0,NULL,6,1,4,0,0,0.00,USD,22.18
Day of 2025-04-23,2025-04-23,2025-04-23,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,28,28,3,10.71,16.48,0,0.00,0,0.00,0.00,3.68,4.86,19.71,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,19.71
Day of 2025-04-22,2025-04-22,2025-04-22,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,48,48,4,8.33,14.43,0,0.00,0,0.00,0.00,4.42,5.40,23.27,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,23.27
Day of 2025-04-22,2025-04-22,2025-04-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,28,28,3,10.71,31.69,0,0.00,0,0.00,0.00,2.73,3.96,22.20,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,22.20
Day of 2025-04-22,2025-04-22,2025-04-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,19,1,5.26,5.94,0,0.00,0,0.00,0.00,3.55,4.58,17.18,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,17.18
Day of 2025-04-21,2025-04-21,2025-04-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,37,37,2,5.41,12.38,0,0.00,0,0.00,0.00,3.25,4.23,21.80,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,21.80
Day of 2025-04-21,2025-04-21,2025-04-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,35,34,0,0.00,0.00,1,2.86,0,0.00,0.00,3.15,4.24,20.11,100.0,0.0,0,NULL,5,NULL,4,0,0,0.00,USD,20.11
Day of 2025-04-21,2025-04-21,2025-04-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,30,30,1,3.33,0.00,0,0.00,0,0.00,0.00,4.68,6.44,20.88,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.88
Day of 2025-04-20,2025-04-20,2025-04-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,79,72,6,7.59,45.87,7,8.86,7,8.86,0.00,3.43,4.30,20.09,98.89,1.11,16,NULL,2,NULL,1,0,0,0.00,USD,20.09
Day of 2025-04-20,2025-04-20,2025-04-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,43,43,2,4.65,1.33,0,0.00,0,0.00,0.00,3.51,4.61,20.39,100.0,0.0,0,NULL,6,2,4,0,0,0.00,USD,20.39
Day of 2025-04-20,2025-04-20,2025-04-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,41,38,1,2.44,10.26,3,7.32,3,7.32,0.00,4.45,5.65,21.39,95.41,4.59,66,NULL,2,2,NULL,0,0,0.00,USD,21.39
Day of 2025-04-19,2025-04-19,2025-04-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,67,63,8,11.94,39.25,4,5.97,3,4.48,0.00,6.68,7.83,26.42,98.82,1.18,17,NULL,5,2,2,0,0,0.00,USD,26.42
Day of 2025-04-19,2025-04-19,2025-04-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,45,43,1,2.22,3.00,2,4.44,1,2.22,0.00,3.72,4.79,22.44,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,22.44
Day of 2025-04-19,2025-04-19,2025-04-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,47,46,5,10.64,26.01,1,2.13,1,2.13,0.00,3.82,5.13,23.25,100.0,0.0,0,NULL,5,1,4,0,0,0.00,USD,23.25
Day of 2025-04-18,2025-04-18,2025-04-18,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,91,89,5,5.49,33.68,2,2.20,1,1.10,0.00,4.51,5.21,24.89,100.0,0.0,0,NULL,8,1,4,0,0,0.00,USD,24.89
Day of 2025-04-18,2025-04-18,2025-04-18,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,59,58,4,6.78,21.02,1,1.69,0,0.00,0.00,3.34,4.66,22.38,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.38
Day of 2025-04-18,2025-04-18,2025-04-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,45,42,2,4.44,30.35,3,6.67,3,6.67,0.00,5.62,7.47,25.40,99.79,0.21,3,NULL,5,1,4,0,0,0.00,USD,25.40
Day of 2025-04-17,2025-04-17,2025-04-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,37,36,3,8.11,11.97,1,2.70,0,0.00,0.00,3.34,4.50,21.71,100.0,0.0,0,NULL,3,2,1,0,0,0.00,USD,21.71
Day of 2025-04-17,2025-04-17,2025-04-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,40,39,3,7.50,26.02,1,2.50,0,0.00,0.00,3.99,5.43,25.50,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,25.50
Day of 2025-04-17,2025-04-17,2025-04-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,30,1,3.23,2.06,1,3.23,0,0.00,0.00,4.30,5.41,20.05,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.05
Day of 2025-04-16,2025-04-16,2025-04-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,34,34,1,2.94,8.91,0,0.00,0,0.00,0.00,6.31,8.09,24.03,96.84,3.16,36,NULL,3,1,NULL,0,0,0.00,USD,24.03
Day of 2025-04-16,2025-04-16,2025-04-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,44,44,5,11.36,38.00,0,0.00,0,0.00,0.00,4.35,6.27,23.13,100.0,0.0,0,NULL,5,NULL,5,0,0,0.00,USD,23.13
Day of 2025-04-16,2025-04-16,2025-04-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,25,25,3,12.00,19.48,0,0.00,0,0.00,0.00,6.82,7.46,21.55,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,21.55
Day of 2025-04-15,2025-04-15,2025-04-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,47,47,1,2.13,4.84,0,0.00,0,0.00,0.00,3.65,4.61,21.33,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,21.33
Day of 2025-04-15,2025-04-15,2025-04-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,36,36,1,2.78,3.80,0,0.00,0,0.00,0.00,2.87,4.20,25.15,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,25.15
Day of 2025-04-15,2025-04-15,2025-04-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,0,0.00,0.00,0,0.00,0,0.00,0.00,4.42,5.10,21.14,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,21.14
Day of 2025-04-14,2025-04-14,2025-04-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,38,38,3,7.89,24.75,0,0.00,0,0.00,0.00,3.49,4.62,22.12,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,22.12
Day of 2025-04-14,2025-04-14,2025-04-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,36,35,0,0.00,0.00,1,2.78,0,0.00,0.00,3.49,5.14,19.90,100.0,0.0,0,NULL,4,1,2,0,0,0.00,USD,19.90
Day of 2025-04-14,2025-04-14,2025-04-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,27,2,7.41,21.76,0,0.00,0,0.00,0.00,3.42,4.37,20.46,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,20.46
Day of 2025-04-13,2025-04-13,2025-04-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,67,62,5,7.46,81.76,5,7.46,5,7.46,0.00,4.51,5.39,23.87,83.25,16.75,241,NULL,7,2,4,0,0,0.00,USD,23.87
Day of 2025-04-13,2025-04-13,2025-04-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,40,38,4,10.00,23.92,2,5.00,0,0.00,0.00,3.49,5.39,24.90,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,24.90
Day of 2025-04-13,2025-04-13,2025-04-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,37,35,0,0.00,0.00,2,5.41,2,5.41,0.00,3.98,6.09,27.18,99.17,0.83,12,NULL,7,NULL,5,0,0,0.00,USD,27.18
Day of 2025-04-12,2025-04-12,2025-04-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,101,96,5,4.95,63.32,5,4.95,5,4.95,0.00,7.52,9.18,29.16,98.61,1.39,20,NULL,7,3,3,0,0,0.00,USD,29.16
Day of 2025-04-12,2025-04-12,2025-04-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,50,49,3,6.00,20.23,1,2.00,0,0.00,0.00,4.65,6.06,27.52,100.0,0.0,0,NULL,4,NULL,1,0,0,0.00,USD,27.52
Day of 2025-04-12,2025-04-12,2025-04-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,41,37,1,2.44,5.35,4,9.76,4,9.76,0.00,5.79,7.54,25.46,98.4,1.6,23,NULL,2,NULL,1,0,0,0.00,USD,25.46
Day of 2025-04-11,2025-04-11,2025-04-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,79,74,5,6.33,27.07,5,6.33,5,6.33,0.00,3.38,4.12,20.87,99.17,0.83,12,NULL,2,NULL,1,0,0,0.00,USD,20.87
Day of 2025-04-11,2025-04-11,2025-04-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,62,8,12.50,32.15,2,3.13,1,1.56,1.56,5.15,6.60,24.79,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,24.79
